# Extent Types ...
<ExtentType name="DataSeries: ExtentIndex">
  <field type="int64" name="offset" />
  <field type="variable32" name="extenttype" />
</ExtentType>

<ExtentType name="DataSeries: XmlType">
  <field type="variable32" name="xmltype" />
</ExtentType>

<ExtentType name="complex test type">
  <field type="bool" name="bool" />
  <field type="bool" name="null_bool" opt_nullable="yes"/>
  <field type="byte" name="byte" />
  <field type="byte" name="null_byte" opt_nullable="yes"/>
  <field type="int32" name="int32" />
  <field type="int32" name="null_int32" opt_nullable="yes"/>
  <field type="int64" name="int64" />
  <field type="int64" name="null_int64" opt_nullable="yes"/>
  <field type="double" name="double" />
  <field type="double" name="null_double" opt_nullable="yes"/>
  <field type="double" name="base_double" opt_doublebase="100000"/>
  <field type="variable32" name="variable32" />
  <field type="variable32" name="null_variable32" opt_nullable="yes"/>
</ExtentType>
# Extent, type='complex test type'
bool null_bool byte null_byte int32 null_int32 int64 null_int64 double null_double base_double variable32 null_variable32
T F 72 null -727761496 1559626970 5786818192717118173 null 0.403680162 0.347525341 -62320.4764 5E6C716DB5880D47C92BB6BAA052D773 81221BFF9BC39AF96C279369A7BEEB37
F F 159 83 949559565 -1492909620 -4112036251431437092 6654576723601048320 0.804417444 0.368910663 135180.623 6C0F2AB398D48CFA65E0D0E93CE84DB3 null
T T 204 242 -1551360021 null 9048699237748294251 null 0.00492404894 0.0737468142 552424.827 A16F55CC513ECA5F50BE3480BB0AB054 null
F null 87 226 -51744957 null -3980977813411192382 -6337669376515514762 0.898092459 null 851396.551 B76F7CC8DF6A3F0D9FFA82C3C30BEDAE 34349A2D689818A1A3B1973AC074620E
T F 173 null -423210523 null -8039856051252637394 null 0.104406336 null 353074.925 A43574154C743A0B7F65F3AC60DCD548 C217E16C6F0A10D6E83B347C8430C2DB
T null 13 8 -1000192227 null -803840726037993682 -50278489648052176 0.86327144 null 274632.706 6EC0AE8C2F377B1AA69F0D53C2AC1714 0EF3A61F1E25BA308C2560DB9C5721FB
T F 238 null -489849467 null -244848367754693066 476110600863543406 0.170399439 0.957574623 570149.577 18645D67AC00E4E87D7890E3C1237009 null
T T 25 null -875641112 440726076 -7590027848852614845 null 0.714150686 0.842316305 375892.93 EFEEF1731692C4D4D765321E9F7B5743 null
F T 136 44 -2120319465 -1813664820 -1154396954081267475 2332889237432473275 0.197957271 null 117895.597 6258F3D01A763A94D8F44447BE4277B5 null
F null 182 null 1694146258 null -6268500289672304544 6200571528358058563 0.135982884 0.873428647 -26807.5857 F4B6D53E3788E6235E87F59E2803745D null
T F 140 null -1340836941 -571077385 -1146652518185730764 5284317284820515555 0.938461234 null 60867.4777 56C0EB06F891C298B99431478C2084CC 852F16091F0D282D2B0F55A29B3A791F
F null 197 null 2022244830 null 3922555716046008990 2395382250411921519 0.471051256 null 11301.0934 B80EECB591CDBBE7836BDC658930BDE6 9AF25370EDDB199E59FC3D139B77E244
F null 95 null -256114914 1418207130 3014121595049646098 7516186915032878401 0.431088926 0.28020711 725231.441 D73015BD897173E26B3F7DA67B5D7352 12AE45FC70690823BF83F93542A40A34
T null 9 221 -938419229 -1211159290 6535432962808655205 null 0.985709354 null 362752.047 8C76974A24A6B87EE52028F4EDA4118E C2530AEB13150544DF56DDEB878B57A5
F T 243 null -1609964708 -1065357228 7548307136653599820 -1171779424020525603 0.619511868 0.325225626 102201.054 DEFE371DE044C8020B73C34BB6FBAA6B null
F null 22 null -877440206 1141562050 -7291457617262444749 null 0.118564607 null -32748.9079 6C5C69FEF194E3040A6EEE41EE474423 7531B6F05E52C486584F00082D62940A
F T 73 null 654665144 1265554221 -9096224163569367161 -4354026808811256773 0.339607571 0.452204296 590426.23 71250D43AF7C74F7E6D5FF921F6787FC 0ADDFAD8080545FAF3491A80A7B673B0
T T 195 78 786844732 776615634 -3613107941454952434 3817443946623105225 0.478524942 0.630975888 641146.512 44D95B082F7A1DC3932571B9A20BB706 ABAA786B73243B4496C717EBCA744632
T T 28 10 2081767410 null 5562193470337178558 -7761086491249407745 0.846253617 null 244341.78 561827C74B6E2E0995A2E44D7517A4C1 null
F T 126 null -51860496 null -2913077218993281566 -6464496044107243731 0.62421737 0.0537247704 -25133.9885 F7E34033848BEA0CDED0952F2F7C394F null
T null 244 83 -248124389 615209205 2172833402274515088 null 0.20645799 0.886711787 243657.898 D803047469824BCCE4BB7463A0E072E9 4826DC0CF68A84FDD606D5EA5FAA1CB4
F null 18 null 110723747 null 7262507153403960455 2549631160157117969 0.471585485 null 686561.194 FF49A07E4142F2FDFA5CB86078CB9622 null
T F 167 134 187033422 null 2729796533546305579 null 0.188139836 0.862469398 315289.79 22E7895F7A2C8202E6EE4DC0FE02EC70 DD5631277AE3C68620025EBFD8ADB9FD
T null 210 246 1902762965 null -5808835780119466055 -1629209057084710018 0.72884676 0.495407608 759039.731 8235EEB817E9A2C694E0456F87E99AB5 686F0495D69CA1F3C5B78F5F2AE2058B
T null 40 null -1756191960 null 165580526786139206 4226687147158150088 0.84684016 0.163950448 366333.009 998D6627368E519898FD6374927FAF31 null
T T 68 131 1177770759 1350559374 -6043046191170491969 null 0.95775917 null -12821.7747 2B46E3F3BA96D407FEE8F44B19367983 null
T null 81 205 -617690007 1474535460 -5070949296043714078 null 0.595927333 0.592715334 397787.693 420D68F52A9D72D5CDD3051907622ADA A5EA54B2E29243E2900734E124605685
T F 91 null -1270956854 160696353 3510647493809269516 306760093370160011 0.416095581 0.598695414 115759.901 2D876C30E81484AC584F3123F3C0134D null
T T 115 null -711414015 null -3954632577499119732 null 0.446568269 null 856202.613 9174409F319B46E01BEA14CFB9FF8DA1 7B0E7AA5BE67B79D5E539E7327D776B5
F T 15 138 -317138589 1622073166 4956542446283854209 8412296140796231775 0.854576676 0.430749623 84482.8153 4F429AC248C2761D8FA3984FB7F69221 null
F null 92 null -1667756947 null -434125885548596715 -4873921389039210241 0.0716482322 0.0243746882 619581.321 2CC493A03D6F8C763131608FA7F149EE null
F null 92 null 74328418 2032784260 4725451637898165805 null 0.0045467067 null 75609.0929 B52DC682984E68B9AEDB6FD42C123748 null
F null 64 172 1784740609 -1798506761 3550080344768034967 -273351550150710534 0.608103868 null 472815.009 00CFFB5945F117AD058852C12D5F8D6D 799BAC4EBCEF0E0901AE4F46C1B19BEF
F F 129 127 1848370342 null 952413181959240178 -1214781616481953918 0.0627145789 null 271739.503 8884B5B5679247CA5D828D67EA5F7568 CADE7F2C28D737961BDE956E52B26527
T T 57 63 -1203731944 null 3517855349057931047 null 0.959521878 null 358503.864 0A1CE99D595CCEF4EFE6D579F792931D 597ACEF1D83FD9B2377D44685EE8AEA4
T T 163 null -598825483 null 7255969078070774055 null 0.738492495 0.321310347 97916.2461 979FCE4318878B6872A9AE33F652054D C016FAC75F400BC931457777B4151DB8
T F 61 null 1518671897 -2126335624 -9208504525248354783 -1866725230853727610 0.438368538 null -48612.7329 27E8264CEFD7713AF60C754EFED2062E null
T T 23 null -1435647600 null -481922748792278736 null 0.391115575 null 286119.635 91A8F0F134F092D8988D8730420131B4 7BF73853DC9EED53FF930E04D2CDB41B
F null 141 18 -1078933179 null 1766506942159514382 null 0.140012574 null 666228.082 8606B231B8F9F8E662B24BBE9EAB8349 70B92B50E4AB28FF5C38F3C6ADAA7214
T F 26 131 1121484520 null -8611093785930118819 null 0.706245445 null 29679.4992 8BD8B9AFC4D2D5E088BBE6FE7C69ABED 7D193F4102B831246EE9F3824249BD01
T F 126 null -668246264 1160015460 -4020668188464381128 5197287848259501272 0.79383949 null 55889.8146 CFE1269DB6DCE0DBA562642360BD528D 4BF043E7899411D53078BFC53B4B922F
T F 117 null -878867750 -2028779720 -7184882431551879285 null 0.95865978 null 203731.525 66B8CA2E9A3134A9F3E5738C2F427F67 null
T F 223 null 198474568 -669512513 1230015983816911202 null 0.819877009 null 728487.513 FC04E8255F7CF34C9DE569D6D49D362B null
F null 75 null -1632315540 null 2421455847683023442 6078800832968005805 0.582379724 null 674333.759 B277DAB0B4399382F240D595B1826B45 3927022D9F6420834834D4318813D387
F null 180 null -664760734 null -7127554309506752010 -254559086774873767 0.783148305 0.670162119 793927.909 F92AE7D28F05FBDFAEAA93F5AF8680A3 C3E3CCAD66F63B4A0C563AF2594D4AC5
T T 178 null -665311084 1330261398 -5028130277248960299 -8116531339322549424 0.0264126456 null 628232.609 3EAABD2AAD6914B965ECC2CA1E650FD4 null
F T 222 233 517371692 -756205231 5742502415511249004 null 0.953105182 null 580768.159 DA550FBED727E8C7CC1077067F5D0FD2 null
F T 7 null 652635531 null 4119020773066942537 null 0.358540409 null 485413.966 74B12A2D5DCDF24F2E8DA8504F033FA4 null
T F 21 null -417075094 null 627007788739330521 -7858683707072694366 0.283568732 null 525299.653 B9F8768D327FEF3EEAD548543F260C2B FF8D7D4BB0B6ED46E9BE8BA60923B2CE
F null 147 155 1139849984 null 3036820814242351441 null 0.10719463 0.375012345 -15636.9925 7CEB56996974966359687C56D2D679E0 D8720AD36C568845630832AF4699988B
T T 85 null -1265564234 null 26286523830341791 -4088413393443282538 0.319493042 null 228728.094 33DE0F1386BC8BB6B31748D92EF9F355 null
T null 159 100 556163060 null 8028168863982027637 4250387867143633292 0.972214096 null 54615.1366 180FC3731BC1D03E84B1C4113F8AE4CE null
F F 207 null -1621830437 -889486592 -8797022193560634876 null 0.106234483 null 287555.555 406A81CC66A6FAE6DA419B6A52BC0E7E 124324C9919D47C7CCB17895EA39270E
F null 174 null 882475979 -1320637712 1848053184191892462 null 0.930447292 0.792841828 357252.345 510665CECEE70F0FD59D9488A4A386F5 11F803854320030713294120B8D68718
T null 11 null -1007260810 -299797683 -8732563712732706872 null 0.646916635 0.0402460013 28447.5364 BDF1467C7ECF485FECE2A9AF4C513D61 null
F null 238 218 -557365458 -432665866 -5456681356574098738 5661408346499424480 0.822765914 null 769575.001 F74785372FB29C1C2BC1E9D7597636E7 7F42A30F967B57E4AAE8295AB624241B
F T 53 233 -1520615406 null -4015195620530614957 -20553467399114316 0.344707102 null 433392.968 7F09EA4490F9249BE2255DBAB7744A63 FC573B8E58207869FD17C300C570D201
F null 137 null 1922833668 -1794533124 1095485868394787742 1174955618382552070 0.895304928 0.939134983 17479.9949 B9BE54C44A2314049D0865F3B96E4D89 8BC86A1CA987167184C9C7B8EA5B4F0B
F T 87 null -1177879316 -1147910911 767781934776331790 -7514730538930255952 0.14545181 null 121882.371 41CC8DBFBF9192C6ED1474EECEA3E805 F0B119BA0D59A1D5FA587D079364C5C7
F F 107 null -2021949784 null 750328683703211463 null 0.787511431 0.923101859 -2653.29957 83AB0AABB063095426317AEC37E649C8 B758F007F37018704874234A842DC6C4
T null 163 null 158137516 null 4595714009783799565 null 0.858655601 null -2078.34776 FB0764CC5D009E52BC33BBAB3BA06487 F5434B5A0436513A792F952D572A814F
T null 20 155 1609637176 null 1836382339332435190 null 0.707808354 null 534406.637 4A91160612372D4F57C7907000E49308 7C1B7FBAE5F41DA5C89EC9A748FE5F43
F F 79 108 1471125452 -332207338 -699617605723028483 -3492706695372341255 0.765615352 0.84573009 -99897.2374 894E1749D57FFEA62F0AAB34FC2AE974 3A28CA86AAE83F8FB3911B0210842979
T T 252 null 2023079983 994019764 1560319444403362384 null 0.446383063 null 828518.421 85AD110C0A00BA8E70D2EE5529B4A16E B13A7A602DE5A85354C4E552400E8E64
T null 82 229 621930510 null 1130648178466565350 null 0.732910869 0.134824212 819900.292 227F60CF9F3BAF54BD7578FD80F5DAB7 null
T F 37 96 237043459 -1919197167 1256031818024280504 832593430132077962 0.415541891 0.525792175 342853.551 CD16BA1DD6EA53ECAC396E363032F97B null
T F 129 null -1141973606 34086742 -2551017956781041367 null 0.50566991 null 810496.598 17854D8C7297ABA987A8487EBF867CBA null
F T 92 249 1101292142 663308150 -7152102935519765888 -222858763362612407 0.227988707 null 81305.6559 41FFD47A493FFF2AD95D3C3BB2969D51 CE9D6F67A3D2644133AA4622A9AE3F27
F T 129 51 -555802465 null -895418105819401887 8842965345301286181 0.389488114 null 469512.508 35277F6EB6839F2486C98ACCCCE0B7B0 4B2EF08FFC0EF53207BA37A816951BBF
F null 243 null -1329177333 -347129415 -1701449060248668281 4628725291369558314 0.694385957 0.876686186 573005.012 55EB5494E6728BF1C4503912C4053195 AAE50DA50428A27B508BE522F16E59DB
T null 138 100 1304810109 406836783 2328152151264864837 null 0.744239494 0.668521155 -13137.5053 4FC8C1014A94CAFAA5AD2E52D12C60A7 3A63D984623B6A6F746766E1AB723A08
F null 213 null 909274390 -2006949546 2381429582989651175 3651773373943403353 0.865795558 0.4700747 245343.167 70C591425DAB40B13C0DBFE95F6B0CC3 null
T null 173 132 1903768171 398978585 6147984212387097597 9043270363617852027 0.779106166 null 470344.623 E715CF910382A56F84F56D05C08695B2 9FC0FBD5366989BD28E7F9D9E05CE4E2
F null 12 81 -630797109 -1950037651 544874887635369847 null 0.568527897 null 158530.613 2546E3F8EF9BB777C6DCB3BAA0672DAF 1918DF131A9402E1201D6A9BFA69D7EE
F null 214 null 2124534344 null -7075268320251581460 4290314168706883859 0.249649449 0.631487765 104305.778 B460F6DF3194E4DAECDA4818B6775D51 C39ACDB32CA96D97EC46EBC6C734D0C6
F F 7 null -171066020 null -5859447520997986676 null 0.0188381919 0.880159169 51589.4544 B93D4D07A66DFBA8F592DBAB89DAD379 FA8CF4F9E8C0D9049BAA4A6349F99E6B
F T 65 null -1655281630 -381677136 7292350965055659189 null 0.490832004 null -98985.8213 114E9827635FE9DED4C9AA268AF08314 BE653A0D93251A0C3A17D8F96240CFD1
F F 184 245 -161579503 null -2482085417754430526 -1189870823667871825 0.138741503 null 689515.279 F0A33B9523F06F58FBB707D25D3CCDA8 B83C670873A17085A23C1AB6CAA27725
T T 79 140 1967894793 null -6453241081196621030 3205774043272933836 0.250301477 0.421214021 761658.814 80C9B4BA2203253BE635AE810FA58EC3 null
T null 104 null -871252658 null -8502350744835860096 null 0.937696691 null 447377.778 21456F0306853F00DBAE738A4EB62B6F null
T F 180 146 -1777772503 null -4656751290931860405 5309378678684577557 0.26778699 0.39345301 213960.544 A4F14A9E007F86977285550423658B8E 2BEE011F010712D7364596D2DE955B0E
F T 16 null -634092721 null 1438067843426588595 null 0.294547008 null 253030.878 51B11324EDD2902871EF3889E371FB6B 10A422384C80ABBAC6C05E9FDBFF8641
F F 95 null -1633731062 null 8854212616988997333 9018168384964076167 0.138573345 0.605639643 191097.166 29799A87B0E2792394B6293EA914F6B6 null
T null 123 null 1081027828 760486120 6514261517259463201 -3539838548287128289 0.744532373 0.720636843 875928.37 A04C6E23A17A7CC3391D5E7F98146DC9 85D9C670E8071E4908E4321CE4A64D93
F null 33 122 1396282102 null 3193507507789408261 -671263446641976898 0.61326477 0.648149332 571339.555 4DE23552743295011881D56A1883B436 E6FC904F8E1ECB759BE612023711FFE0
F null 144 44 289035206 null 6247461912330609802 null 0.334116414 null -99697.0186 B93F346F6E96ED483FAF418C34C50059 104F1CAFE148E90690F46F573326E2A7
F T 176 null 1410303891 -1477413967 5854113380087246321 null 0.620066398 null 457434.715 4EE39756649C7573572667E0B1EAD286 C4526EAD1DD4E41661318BF13311AC9D
F null 81 null -1834391189 1184973497 -242003899307359891 null 0.424558643 0.248934299 822153.45 5D851D206A6BC4435D7ABF5B75CCF03A 59F02D51F1DA8524343059B9C155EDB5
F null 73 197 -1020356592 1975268163 -2874307783965049812 null 0.728975653 null 148080.026 D9E94B1639EDA2EBC4954BC0EC56D8A9 72ED9A4041D229528EC39B308811A386
T null 219 null 1844862682 null 9131076002655019473 9180330445890620076 0.967593584 0.499401114 47635.6554 CD21A51A57F2F8C57887B42C4C67C8F0 E6C4C80EFE61A2D3660B6A0014CF2E28
T T 28 39 -358184777 -1761265615 -1441892308631171449 -5779326198736359105 0.46786585 null 573410.131 04E059F09CE7D00F78A742A2C40CF3EF null
T F 98 null 1830089755 null -8392768539959790400 null 0.357326826 0.231118777 850777.098 2C934022EC610549E43E0D76FDB78AC8 8C53E14C80FEBDA214EA439F4DCE2D6A
F T 122 16 959514691 2128760142 -5998293342673231617 null 0.883449822 0.970577258 395616.083 42D0B144CF8BB384EC732F5BA2BD4D07 null
F F 252 null 2059891998 -374128364 5306764488598852300 null 0.536698472 null 546616.29 D554B94626D3B19FB98BC79EBB7BD829 2C4DEEF817FB8B42E02A1FFB7C2254FA
F null 72 null 1719111631 533522103 996015609045144527 -6449235293838257159 0.953917128 null 272464.831 8740B68575E963D36226A63C9362DDE5 2C7DF40F4E56DFE3AEFD104880597BD7
T null 111 167 1560391832 null -6996083338065924841 null 0.953126933 0.020468708 -79893.0488 80793EF13FB4393503CF8F832D622AD8 null
T T 117 null -943043153 546621726 139064154134644219 -8483585674010959259 0.594813243 null 890745.719 FB21491C5E4BCAE9FFB4CB8D933A5860 F869BF9EB3AEA4103AB1BC2664DDCB7E
T null 109 null -1910502589 null -6236763684819859351 8816360541429138719 0.341777282 0.198917429 -57177.0991 1A5587DD7745929B819915E465F9CF9F null
T T 12 131 -1065548473 1519585796 -348516489520264759 null 0.351574713 null -50342.3401 E24456B1BBAA311BD8CE59CBF37F2063 F5678DA4AFF5F0AA2C96517D3718BE31
F null 98 83 -1392863696 null 3277007942566877457 -7748458169291749363 0.797866154 null 29962.5241 49D32899DA2DBF4101A70BC6D7E1BA15 E8DBEB32A145CED78559E2FDAD4A2A53
F null 211 113 -1251193177 null -8597104451156681649 -8818646753158350357 0.493788697 null 428299.467 527424657C6C3715C16B03AF1D1D0CC5 E975BCD035083BBE5FD73210A4D31C69
F null 34 79 69938370 null -855813468555728318 8976690586144929952 0.417866682 null 110820.295 CC5B49F525A0B573BCBD99C07AF4EC3B null
T null 91 134 -1619209007 920546612 8897982835307746434 8847451456196668639 0.261446252 null 834146.462 1B9AC51D149A7FD0A1F7D51E48AD9175 null
F T 170 69 676132151 -1116582981 -7968682317468111081 null 0.66538425 null 594968.844 D734938CE6AE5EA6AB6B1EA8D21EECEB null
T null 7 null 401840246 -1381625015 -182170377618942851 8837775837191026471 0.836300501 null 414955.679 FE080436CD58CC7E489D1C44BB20C509 null
T F 162 208 563843433 578880914 -1284798387932272916 -6172813074548116248 0.550927985 0.0995397533 776245.545 DC01B75E9B1DB5208886C1ECF0EB7361 B14F74BC65A6F09BD406013A354B868C
F null 28 3 1082346463 null 1045711692252152772 892569950280743346 0.585609332 0.185853444 51273.4914 445A0265E5B21E1B9D20001CC4AC55D4 null
T F 79 null -1657205223 208348052 8785531527279180274 null 0.136568471 null 576631.51 9AC4A9C231E45F452E20616CA5864BD8 null
T null 103 null -1480766944 null -3067954546145375915 null 0.80340321 0.649389323 293113.319 0EFCD9726423FDA047B3A5A02B64AC10 F23D07528F5F8A61041AF68CEC02B02A
F F 9 null 1286476051 882912408 437144336023297590 5945435692297148977 0.0879596608 0.173774426 764119.603 5E62C3530D72B7EBE475E77DBE14CAE6 null
T null 230 163 806768288 -774062953 -1551027392194770112 null 0.114364154 null -98911.6349 2F3F7C3460B148CEE001803A9BCD2A92 null
T null 198 null 42841322 -946266819 6335800008045861809 null 0.0876085125 null 672927.942 8E508127509910DAFFA5F3F040D4F061 B936E7444F6BD2E3FEC71E9EF7013AC8
T T 165 248 -1944206396 -1288612828 -3153680734275850907 -1930438221941564149 0.972325841 0.781760717 617645.248 9D1CD6E9ABA2FEC34146B8E46BE77C57 77178ACD6FB8787A9A6BB228A963CC28
F null 91 null 77270537 540215041 8476966519509477489 null 0.145059321 null 694864.778 BDA0E01752AB9DC2ABA72817BEBF6741 null
F null 216 null -509954852 null -7524271702302170363 null 0.310864154 null 285679.463 F9FDEF5FCAA0A4945D19DFBDD134CF17 null
T null 180 173 299484326 null -6283754568448327728 null 0.925799745 null 192991.847 03D48448B7EF7AD8906341BC45FCAC5B D70CBE9169F2BF3F62A6EEF3900ED2A4
F T 106 164 915890434 -453722325 -750680343695318725 null 0.414624082 0.312948579 572035.977 7C6CCED0CC8F00A454720DFF7076C1C5 null
T F 178 36 -729207582 null 8540568536622245557 2588119223843831542 0.0837968376 0.160835043 239355.47 A84A2B804C0507616964B6D6D6049D01 D4E5BE205C8F1857A43F386D5583A58B
F null 170 null -94626480 1094356524 4738820210330094799 null 0.218541328 0.0626507568 497138.035 25DCAA1B24B4CA1575B6DB77AD012B46 82CFD1CB30986ACC7E9FD4AC1B96971E
T null 6 21 881579572 null 5420841339280494386 null 0.299908459 null -14300.8273 85BA9AB1BCAA4E7938932C9E9ED74C2B 788BE330CB2552129D38CE769A41069E
F F 106 25 -53198730 null 6186567666878430029 8678853668292088871 0.796552383 0.940828641 649038.815 05AC7732081671E14A6F2DA87A75D497 null
F F 23 null -628331166 1845301239 -1668740698206708046 -7356622364652183085 0.947577732 0.746260443 761452.888 6A2228489115903EA00689EE224BA24C null
F null 23 142 1640266144 1657988341 -4177369702348136487 null 0.111680245 null 163540.029 641AB25656A157DCB554C3504F1B1495 6CBBCFECA20D8B9D171B3A4D3E1C8744
T null 2 180 1506390570 1199081747 -8880180521589840391 null 0.996436813 0.094345207 89445.7121 A0E350E222898D5F5A2AABB1261B343E null
F null 110 187 1343131397 null 136960542799678462 -5396700893556032374 0.482160044 null 152985.701 EF2F6B71A52FCA6EAEEB61F99BEAE33C E4657A99D9EBD115C8F38C2ADDD12636
T T 135 202 894757897 null -8864958185596555997 null 0.0833512943 null 34712.3259 60ABAF00FD61B4E2DA862D2995CD0948 null
F F 236 153 -842729674 null -331684188755040427 null 0.501989316 null 753661.127 02369182F299B18BA0FC6586AFDAA77F null
T F 115 null 2075765364 null 6236562717422980915 -8070357267114306461 0.512872218 null 624425.98 900D4C3EDDED940484E6ADEB7CD49F60 1AF6B4532BB9115976BD1C5BD224B175
T null 4 null -1769585662 null 3439995249780070808 null 0.525390242 0.607016798 736101.566 59164FDCD16946C421EF9D1A19EF429F null
F null 60 90 1996989422 null 3912293221163052717 null 0.287644063 null 469693.981 E8A8E430AE2519753B4A05D05D583D88 null
T null 39 159 1982805855 753387417 -1744089233252819311 null 0.724456338 0.123949994 39262.5968 9968DB86FB924A54486D3C94DEAE1A24 7A36EDE9C526829ADCEE45B3B86BD6E6
F null 81 157 -18982715 null 2477308128249140143 -1349539074353043347 0.543154538 null 418471.297 8FBE99BCFAD9EEA440B1BF243C75E1FC 57669F89B9129ACEC0C39C59FDB2B501
T null 27 null -206110017 1292528643 6834117643714816374 null 0.191567811 0.873871258 471750.229 63597F15187869B09AB021CAA0C9D6C7 D3B50C61F1201494C9AEF7A001AD6408
T F 118 58 1682143130 719852632 7038419761124385938 2568678967270681830 0.562827349 0.566437213 327764.005 7B0CF4C12618F4DE1013D4B3C49D28E6 58987D1BF2C7E41633F45D746C98F0CC
F null 125 null 86316183 -1128887136 -6176231097323359515 null 0.388635023 0.685196378 372622.551 BE9BAE59E60F2E31B13537FA9629E39E 43827AEA13B153BFD2CF734CEE1E8B4F
F null 41 37 2140008668 -764007803 -190104360321112121 8199026610691878191 0.226053816 0.0405016563 518114.703 9919D6C1CECADE01BF7DF242D2D3E60B null
T F 121 67 1039059040 null -4393185141425899626 null 0.210533943 0.397394007 460407.255 9BDC141B46147047B30FC5DBB50A833D null
F null 223 null -286959551 null 1981318759382325805 null 0.898646799 0.659930991 588667.006 696376ECE1B9A73D7A6587F525976C80 309A695042850507988A477920D28A1E
F null 95 null 10805971 null -4565832832688100967 null 0.752852788 null 321181.549 D806F5D0D1A391E77D6B0AF30C611142 50A657C4468FF15955A01766CE4DDB33
T null 38 17 984590261 1000951747 -2741354107524618582 null 0.19426331 0.172644021 230728.726 B74D166BFD00902E8DA21E633412951D null
T null 93 236 -1221058270 -1978596784 6309492986618393654 -5621354834988303159 0.339381525 null -73840.4956 62D8E4B801A393617DE8B9FF668C8315 37655E3817E8E5E5159011B108EC85FD
T null 163 null 1665465596 -1952435029 7437600508775893775 null 0.496861355 0.59057639 30021.5876 0AF00F09AC39804D80B9539FC7BC191D null
F T 21 null 471326095 431988133 5254563912754362995 null 0.476828934 null 475176.836 F3A292C30238CED72E20A9D9F2E9307C 9EC8C003FAD31DB2AA32A262521DA434
T null 39 205 417534967 null -8787921093067164031 null 0.697584135 0.0842956927 496371.81 906B16D13EEB95B967C563DB983A744B 9F96D5551758CFEB93279DE0C3782C72
F null 130 150 1207631792 -1886399255 -411430302351954304 null 0.558649275 0.797433679 1779.42106 336B57169207A995C3359098F2E11F83 null
T T 224 37 -1606111684 null 5525498144549281509 null 0.469366437 0.377448176 80956.3811 24E4ECB662F622EA0D25F52F048D8CD8 ADA50C6F54F462D8D3A56AB2597F6B96
F T 7 153 -1187799942 null 733954838421652589 -4302658343227122283 0.81146674 0.404013793 -92339.8122 AD7AD104013BB17E8938761C9E91385C 00CF0180E15AE13E13F47EF21E196D90
F F 72 137 1150908970 -501094798 5278276070921098736 5637568153860475550 0.65500332 null 866115.228 454619791671C99C901DC617F4B4BE8C null
F F 94 157 485736589 null 2252354136507517546 null 0.773688066 null 102595.472 D38A7A70C701E63517E37AF211310497 null
F F 87 191 -1137777463 -272342283 7211964787511649389 null 0.860628834 null 719353.997 22159265551873293748F2BD461D627C 40D54B38C1A5729D5BB33EC52ED15721
T null 198 37 175751982 -744704190 -8424646622052777944 4260177238567615604 0.346923168 null 829847.233 DFB8BC4216FE7142CAE7ACC66A217EBB 4EDEF6D538EA18290B005899B0DBD5EF
T null 42 53 226171142 -1988977817 -5078620654371835997 3522087624858454812 0.1492018 0.761402509 401724.289 8B61A2AE4F855E7BBB1F12B6BB5BA110 B8FF74C4C044685BD181C0766488B6D4
T null 235 null -938813924 -851850435 -1243435563996455228 1634111389807134485 0.370195394 null 458789.873 EC1D061D0D3C4C9440E6655CED593604 null
F null 191 126 -2043612560 152601371 3297410253655345157 null 0.496781885 0.00909549567 524937.429 47CFC85EAB59CEAC837BEDD7F3BDC05A BA389C14B623DB41FBDD5FABD88E99E2
F F 40 78 1455276233 -2004740364 2400531888409767904 -7490932798003663909 0.446729021 null 406559.147 62C486AE1ACE1A790823116A7B0C09FC null
F null 67 118 -1624304299 1988022344 7925326838407541178 null 0.638200368 0.415867565 616740.077 E0B2CE6F808F220169A10B5CDB92A558 9A7C49777AF98D247EA396FC4B716390
F T 37 176 -275255070 -1919047963 5146292043478454576 -9192807373896987313 0.813579038 0.838015206 429753.79 71DF018489D8B9B5A51596308CF06025 null
T null 59 null -165366300 1551104710 -7650231195345024132 -3469955963198688912 0.117252038 0.49550098 367607.807 37A79861B07B6447C71D2900ADB06512 C0B2B05059CC1B36666AD8DF36678ED7
T null 133 67 654404738 null 3422804988351842258 null 0.328494462 0.714987501 169818.392 63FC45BAD78B98467505F2CAE4C59544 null
T T 22 null -1070300100 null -2184193319649190697 null 0.663821777 null 618887.86 F098B77ABEEC16AAB5C99C58825F3C00 null
T null 99 103 -2144281793 null -6089045748428976495 null 0.0096700081 null -94161.1282 E3B9052B11F825F6DCA226900D2E04E7 null
T null 73 93 1389828118 null -7769804504570208151 null 0.470741926 0.450385731 867402.133 937200DAA02A2BF4AB9A152693BF4F56 0751157BE9C768A2EA67046FB73F104E
T null 76 null -1932962263 null 2371746124620491561 null 0.485086282 0.438665221 110350.769 18A9B33F33FDC5C5146133FF2EE1E9A2 1283890D135973C132765F1E51878317
T null 89 130 1304475754 null -9194428931675877864 null 0.313775701 null 810216.207 F7941DE2990826A2C0FF78050A30EC7D null
T null 225 207 1151073188 -981095472 -5228528366935793116 1682803558341462007 0.306190444 null 709058.459 AB43F052F17F727F87D5615F97C12E13 3B2714F325B2A4F27818C0CB725E271E
F null 53 167 241674312 null 8948894832754381466 -8874923155100456584 0.234709527 null 246913.56 5899DC2D9668B6A97741F13A0F234928 null
